	Max Count	Average Count	Max Depth	Average Depth	Max Travel Depth	Average Travel Depth
	220,0000	220,0000	10,0000	10,0000	9,0000	4,0000	

	Pooled Pointer	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	
	Naive Multiway	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	
	Pooled Multiway	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	

	Count	5	7	10	12	15	20	30	45	70	85	100	120	140	160	190	220	
Traveled depth average	Flat	4,0000	1,0000	4,0000	4,0000	4,0000	4,0000	4,0000	4,0000	4,0000	4,0000	4,0000	4,0000	4,0000	4,0000	4,0000	4,0000	
	Flat cached	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	
	Flat cold	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	
	Naive Pointer	4,0000	1,0000	4,0000	4,0000	4,0000	4,0000	4,0000	4,0000	4,0000	4,0000	4,0000	4,0000	4,0000	4,0000	4,0000	4,0000	
	Pooled Pointer	4,0000	1,0000	4,0000	4,0000	4,0000	4,0000	4,0000	4,0000	4,0000	4,0000	4,0000	4,0000	4,0000	4,0000	4,0000	4,0000	
	Naive Multiway	4,0000	1,0000	4,0000	4,0000	4,0000	4,0000	4,0000	4,0000	4,0000	4,0000	4,0000	4,0000	4,0000	4,0000	4,0000	4,0000	
	Pooled Multiway	4,0000	1,0000	4,0000	4,0000	4,0000	4,0000	4,0000	4,0000	4,0000	4,0000	4,0000	4,0000	4,0000	4,0000	4,0000	4,0000	

	Count	5	7	10	12	15	20	30	45	70	85	100	120	140	160	190	220	
Travel depth max	Flat	4	4	4	5	5	5	6	7	7	8	8	8	9	9	8	9	
	Flat cached	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
	Flat cold	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
	Naive Pointer	4	4	4	5	5	5	6	7	7	8	8	8	9	9	8	9	
	Pooled Pointer	4	4	4	5	5	5	6	7	7	8	8	8	9	9	8	9	
	Naive Multiway	4	4	4	5	5	5	6	7	7	8	8	8	9	9	8	9	
	Pooled Multiway	4	4	4	5	5	5	6	7	7	8	8	8	9	9	8	9	

	Count	5	7	10	12	15	20	30	45	70	85	100	120	140	160	190	220	
Transform mult first	Flat	0,6206	0,6206	0,6206	0,9309	0,9309	0,9309	1,2412	1,2412	1,5515	1,8618	1,8618	2,1721	2,4824	2,4824	3,1030	3,4133	
	Flat cached	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	
	Flat cold	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	
	Naive Pointer	1,2412	1,2412	1,5515	1,8618	1,8618	2,4824	2,7927	3,7236	4,6545	5,8957	6,5162	7,4471	8,6883	9,6192	11,4810	13,0325	
	Pooled Pointer	1,2412	1,5515	1,5515	1,8618	2,1721	2,7927	3,4133	4,3442	5,8957	6,8265	7,7574	8,3780	10,2398	10,5501	12,7222	14,8943	
	Naive Multiway	0,6206	0,9309	1,2412	1,2412	1,2412	1,5515	2,7927	2,7927	4,3442	5,2751	5,8957	7,4471	7,7574	10,5501	9,6192	10,2398	
	Pooled Multiway	0,6206	0,9309	0,9309	1,2412	1,2412	1,2412	1,5515	2,7927	3,4133	4,3442	4,6545	6,2059	5,5854	6,2059	7,7574	8,0677	

	Count	5	7	10	12	15	20	30	45	70	85	100	120	140	160	190	220	
Transform mult last	Flat	0,3103	0,3103	0,3103	0,3103	0,3103	0,3103	0,3103	0,6206	0,9309	0,9309	1,2412	1,2412	1,5515	1,8618	2,1721	2,4824	
	Flat cached	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	
	Flat cold	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	
	Naive Pointer	1,2412	4,0339	1,2412	4,0339	3,7236	1,5515	3,7236	2,1721	3,1030	3,4133	3,4133	3,1030	3,7236	4,3442	4,3442	5,2751	
	Pooled Pointer	0,9309	4,0339	1,2412	4,0339	3,4133	1,5515	1,2412	2,1721	3,1030	3,1030	2,7927	3,1030	3,4133	4,0339	4,9648	4,6545	
	Naive Multiway	0,9309	4,0339	1,5515	3,7236	3,1030	1,5515	1,8618	2,7927	3,1030	4,0339	3,4133	3,7236	4,0339	4,6545	4,9648	5,8957	
	Pooled Multiway	1,2412	4,6545	1,5515	5,2751	2,7927	2,1721	1,8618	2,4824	3,1030	3,4133	3,1030	4,0339	3,7236	4,0339	4,6545	5,5854	
